open,high,low,close,volume,marketCap,timestamp
0.00055877602426,0.0009038830176,0.0002896010119,0.00029788099346,0,1960300.3178,"2013-12-15T23:59:59.999Z"
0.00039505399764,0.00151967001148,0.0003283029946,0.00116248999257,0,11150339.2183,"2013-12-19T23:59:59.999Z"
0.00045048099128,0.00091304897796,0.00045048099128,0.00068554701284,0,9075937.82287,"2013-12-24T23:59:59.999Z"
0.00045867200242,0.0004924290115,0.00039893199573,0.0004544800031,360974,7634717.16966,"2013-12-29T23:59:59.999Z"
0.00044859500485,0.00044859500485,0.00033056200482,0.0003530519898,318037,6935467.09731,"2014-01-02T23:59:59.999Z"
0.0002552010119,0.00028365600156,0.00021972099785,0.00022456000443,212892,5198193.35025,"2014-01-07T23:59:59.999Z"
0.00035864399979,0.00037487898953,0.00032272099634,0.00034528799006,296158,9207367.91121,"2014-01-12T23:59:59.999Z"
0.00041293899994,0.00043137499597,0.00037046699435,0.00038439000491,483679,11370074.0545,"2014-01-16T23:59:59.999Z"
0.00125229998957,0.00233483989723,0.00125229998957,0.00181420997251,13114300,60303237.8248,"2014-01-21T23:59:59.999Z"
0.0018439500127,0.00186952005606,0.0014982400462,0.0015935000265,4570820,58716636.9341,"2014-01-26T23:59:59.999Z"
0.00160247995518,0.00160290999338,0.00144387001637,0.00152339995839,2168880,60519608.8099,"2014-01-30T23:59:59.999Z"
0.00126861000899,0.00128944998141,0.00112152996007,0.00116063002497,2569440,50249778.3937,"2014-02-04T23:59:59.999Z"
0.0010774199618,0.00129070994444,0.00105592003092,0.00129070994444,2538170,60542650.41,"2014-02-09T23:59:59.999Z"
0.00181730999611,0.00186232000124,0.00157194002531,0.00157195003703,5636470,78282793.6985,"2014-02-13T23:59:59.999Z"
0.00134618999436,0.00142596999649,0.00131027004682,0.00142596999649,2027290,73586049.0138,"2014-02-18T23:59:59.999Z"
0.00127979996614,0.00129905005451,0.0011731099803,0.00118508003652,2818150,63278066.5977,"2014-02-23T23:59:59.999Z"
0.00119257997721,0.00121875002515,0.00112159003038,0.001159169944,1492960,63563005.4186,"2014-02-27T23:59:59.999Z"
0.00109902000986,0.00110601994675,0.0010114699835,0.00104400003329,3778550,59105822.7364,"2014-03-04T23:59:59.999Z"
0.00083115202142,0.00088244397193,0.0008207160281,0.00087119400268,1444630,50869813.081,"2014-03-09T23:59:59.999Z"
0.0009063410107,0.00092874799157,0.00084887602134,0.00086825498147,2111640,51940375.5238,"2014-03-13T23:59:59.999Z"
0.00077927997336,0.00077927997336,0.00075736601138,0.00076679699123,1148100,47182779.3379,"2014-03-18T23:59:59.999Z"
0.00068623101106,0.00074459501775,0.0006715710042,0.00074382097227,882613,47012121.0642,"2014-03-23T23:59:59.999Z"
0.00063862197567,0.00064010801725,0.00046685800771,0.00046685800771,1935920,30126366.7589,"2014-03-27T23:59:59.999Z"
0.00050625501899,0.00055430998327,0.00050242897123,0.00053704500897,845770,35541929.4276,"2014-04-01T23:59:59.999Z"
0.00046735399519,0.00047993400949,0.0004527530109,0.00045993900858,701008,31183539.461,"2014-04-06T23:59:59.999Z"
0.00044115798664,0.00044541500392,0.00034719100222,0.00034719100222,862264,23987961.2086,"2014-04-10T23:59:59.999Z"
0.0004606420116,0.00058782700216,0.0004569219891,0.00058743602131,2503670,41542470.5605,"2014-04-15T23:59:59.999Z"
0.00064638600452,0.00066420802614,0.0006259480142,0.00062850798713,1089990,45497406.1929,"2014-04-20T23:59:59.999Z"
0.00056787300855,0.00058873702073,0.00055107200751,0.00058558001183,1031310,43173805.3404,"2014-04-24T23:59:59.999Z"
0.00048251199769,0.0005030100001,0.00047833498684,0.00049478397705,1302450,37188481.472,"2014-04-29T23:59:59.999Z"
0.00046269400627,0.00047330700909,0.00045187398791,0.00046820798889,560527,35579321.3538,"2014-05-04T23:59:59.999Z"
0.00047189500765,0.00047909899149,0.00046665500849,0.00047063300735,587545,36077040.3566,"2014-05-08T23:59:59.999Z"
0.00045334300376,0.0004856660089,0.00044821100892,0.00044937100029,484512,34818973.8689,"2014-05-13T23:59:59.999Z"
0.00045235099969,0.00045495899394,0.0004459519987,0.00044859299669,321137,35125193.9899,"2014-05-18T23:59:59.999Z"
0.00045656898874,0.00046107699745,0.0004219780094,0.00042203700286,839516,33310883.3652,"2014-05-22T23:59:59.999Z"
0.00040298499516,0.00041089698789,0.00039369601291,0.00039729100536,659621,31669882.9525,"2014-05-27T23:59:59.999Z"
0.00033939900459,0.00043135599117,0.00033546000486,0.00040265498683,1715410,32411546.6432,"2014-06-01T23:59:59.999Z"
0.00036198599264,0.00036817300133,0.0003566989908,0.00036030000774,526707,29228510.7585,"2014-06-05T23:59:59.999Z"
0.00036290701246,0.00038314599078,0.0003614659945,0.00038243300514,589374,31324017.784,"2014-06-10T23:59:59.999Z"
0.00037605001125,0.00038091200986,0.00036420399556,0.00037361201248,289056,30894939.9479,"2014-06-15T23:59:59.999Z"
0.00035834001028,0.0003629020066,0.00035511801252,0.00035893800668,289988,29911946.8213,"2014-06-19T23:59:59.999Z"
0.0003258640063,0.00032714998815,0.00030431200867,0.00031051400583,573812,26128265.5342,"2014-06-24T23:59:59.999Z"
0.00027538198628,0.00027860500268,0.0002676800068,0.00027050499921,248181,22979319.871,"2014-06-29T23:59:59.999Z"
0.00022503499349,0.00022613999317,0.00020746099472,0.0002194760018,449730,18786806.2374,"2014-07-03T23:59:59.999Z"
0.00022421400354,0.00026239600265,0.00022367900237,0.00026239600265,443163,22667592.3195,"2014-07-08T23:59:59.999Z"
0.00027443299768,0.00027443299768,0.00026607199106,0.00027032100479,287834,23560761.0709,"2014-07-13T23:59:59.999Z"
0.00023362399952,0.00026234198594,0.00023288300144,0.00026082599652,432877,22850367.4208,"2014-07-17T23:59:59.999Z"
0.00023562999559,0.00023705599597,0.00021464700694,0.00022042900673,396016,19399065.6863,"2014-07-22T23:59:59.999Z"
0.00020806799876,0.00022003700724,0.00020620900614,0.0002169310028,281078,19176772.1504,"2014-07-27T23:59:59.999Z"
0.00020192099328,0.00021069099603,0.00020023599791,0.00020931099425,189931,18565327.107,"2014-07-31T23:59:59.999Z"
0.00020100599795,0.00020307200612,0.00018579300377,0.00018854200607,254217,16794301.5886,"2014-08-05T23:59:59.999Z"
0.00016719500127,0.00016969999706,0.00015630900452,0.00015954600531,148141,14272391.4538,"2014-08-10T23:59:59.999Z"
0.00014203999308,0.00014816600014,0.00013802900503,0.00014564899902,174715,13073130.7211,"2014-08-14T23:59:59.999Z"
0.00010682999709,0.00011747999815,0.00010511699656,0.00011447400175,194961,10318167.3666,"2014-08-19T23:59:59.999Z"
0.00012033499661,0.00012649399287,0.00011955700029,0.00012626100215,112592,11429908.1821,"2014-08-24T23:59:59.999Z"
0.00013933099399,0.00014209300571,0.00012894699466,0.00013087899424,188059,11888619.8985,"2014-08-28T23:59:59.999Z"
0.00012994999997,0.00013357300486,0.00012847699691,0.00013207299344,129321,12047827.9999,"2014-09-02T23:59:59.999Z"
0.00021030599601,0.00021667899273,0.00018371999613,0.00018812599592,800009,17232466.4738,"2014-09-07T23:59:59.999Z"
0.00018678000197,0.00020787300309,0.00018469599308,0.00020376000612,686773,18725424.5513,"2014-09-11T23:59:59.999Z"
0.00032566400478,0.00032901900704,0.00029116199585,0.00029408899718,1321120,27124922.5895,"2014-09-16T23:59:59.999Z"
0.00029314198764,0.0002987679909,0.00028409401421,0.00028781901347,539140,26546617.1628,"2014-09-21T23:59:59.999Z"
0.00034691000474,0.0003832920047,0.00033206999069,0.00037509101094,2393610,34923682.6116,"2014-09-25T23:59:59.999Z"
0.00039661000483,0.00040837799315,0.00038619100815,0.00039946800098,760341,37365528.1746,"2014-09-30T23:59:59.999Z"
0.00029969599564,0.0003093869891,0.00025963899679,0.00027317300555,1125540,25629220.9661,"2014-10-05T23:59:59.999Z"
0.00029288898804,0.00029898498906,0.00028508898686,0.00029292498948,681174,27532764.4214,"2014-10-09T23:59:59.999Z"
0.00028591300361,0.0002931439958,0.0002843500115,0.00028540499625,543227,26886803.146,"2014-10-14T23:59:59.999Z"
0.00025775798713,0.00025867199292,0.00024123900221,0.00024352500623,295933,22993792.1464,"2014-10-19T23:59:59.999Z"
0.00025683001149,0.00026786798844,0.00024443698931,0.00024533600663,695627,23206280.4195,"2014-10-23T23:59:59.999Z"
