open,high,low,close,volume,marketCap,timestamp
4.2998299599,4.4002799988,4.1846499443,4.348400116,0,74636937.732,"2013-04-28T23:59:59.999Z"
3.7800199986,4.0392999649,3.0071699619,3.3719799519,0,58287978.8404,"2013-05-02T23:59:59.999Z"
3.3708701134,3.406719923,2.9397900105,3.3327400684,0,58051265.0352,"2013-05-07T23:59:59.999Z"
3.3628098965,3.4222400188,3.2158699036,3.2694499493,0,57513319.9785,"2013-05-12T23:59:59.999Z"
2.8914198875,3.3353300095,2.8707699776,3.1860899925,0,56498073.7257,"2013-05-17T23:59:59.999Z"
3.0919098854,3.1352899075,3.0311899185,3.120759964,0,55766901.417,"2013-05-22T23:59:59.999Z"
3.230700016,3.2617800236,3.0189900398,3.1009099483,0,55882131.6956,"2013-05-27T23:59:59.999Z"
2.9421401024,2.9745600224,2.8027000427,2.826499939,0,51354548.481,"2013-06-01T23:59:59.999Z"
2.8768401146,2.9064600468,2.744820118,2.7541201115,0,50432630.2205,"2013-06-06T23:59:59.999Z"
2.4928400517,2.4988698959,2.1810200214,2.3979799747,0,44270317.3619,"2013-06-11T23:59:59.999Z"
2.0858199596,2.1502199173,2.017070055,2.1295099258,0,39617093.1315,"2013-06-16T23:59:59.999Z"
2.3259599209,2.8667099476,2.2656800747,2.8667099476,0,53781211.0928,"2013-06-21T23:59:59.999Z"
2.8064200878,2.9468998909,2.7548298836,2.8599998951,0,54085900.44,"2013-06-26T23:59:59.999Z"
3.0091600418,3.3044600487,2.8755700588,2.9487900734,0,56208962.1382,"2013-07-01T23:59:59.999Z"
2.423019886,2.6212000847,2.3654301167,2.5166299343,0,48334783.341,"2013-07-06T23:59:59.999Z"
2.8371200562,2.8720200062,2.6443099976,2.726350069,0,52775603.6654,"2013-07-11T23:59:59.999Z"
2.9993400574,3.1765899658,2.9549899101,3.0989398956,0,60436315.0108,"2013-07-16T23:59:59.999Z"
2.8742799759,2.9462900162,2.8098399639,2.9160299301,0,57115999.6711,"2013-07-21T23:59:59.999Z"
2.9831500053,2.9854800701,2.8338699341,2.9026899338,0,57442580.5667,"2013-07-26T23:59:59.999Z"
3.0010099411,3.0277199745,2.8430399895,2.8686800003,0,57156383.5504,"2013-07-31T23:59:59.999Z"
2.9990699291,3.0341899395,2.821199894,2.8307600021,0,56805936.6088,"2013-08-05T23:59:59.999Z"
2.6851398945,2.70656991,2.5585200787,2.5616099834,0,51772776.5583,"2013-08-10T23:59:59.999Z"
2.7352600098,2.8300700188,2.6890099049,2.7618501186,0,56240601.053,"2013-08-15T23:59:59.999Z"
2.8238699436,2.8780601025,2.7609701157,2.78166008,0,57039273.4968,"2013-08-20T23:59:59.999Z"
2.6791000366,2.7099399567,2.5171101093,2.593640089,0,53577807.0632,"2013-08-25T23:59:59.999Z"
2.5350899696,2.729170084,2.5125799179,2.6644599438,0,55425510.7388,"2013-08-30T23:59:59.999Z"
2.5995299816,3.1894199848,2.5976901054,2.8136301041,0,58915949.1124,"2013-09-04T23:59:59.999Z"
2.7321000099,2.7554700375,2.6461400986,2.7277801037,0,57537963.7074,"2013-09-09T23:59:59.999Z"
2.6624000072,2.6830399036,2.5240199566,2.5417599678,0,53963039.0208,"2013-09-14T23:59:59.999Z"
2.5485799313,2.6295800209,2.5485799313,2.6176300049,0,55977179.9084,"2013-09-19T23:59:59.999Z"
2.4718399048,2.5012199879,2.4220499992,2.4686501026,0,53141251.0433,"2013-09-24T23:59:59.999Z"
2.2663199902,2.4024999142,2.2491099834,2.2976999283,0,49785051.7134,"2013-09-29T23:59:59.999Z"
2.1769499779,2.2644898891,2.1769499779,2.1983299255,0,47946658.8784,"2013-10-04T23:59:59.999Z"
1.980880022,2.0028700829,1.8565599918,1.9237600565,0,42228344.1819,"2013-10-09T23:59:59.999Z"
2.1489400864,2.1661000252,2.0325300694,2.0543999672,0,45387226.4448,"2013-10-14T23:59:59.999Z"
1.9052200317,1.9975500107,1.8215800524,1.8845499754,0,41917465.2086,"2013-10-19T23:59:59.999Z"
2.0573101044,2.3930499554,1.949360013,2.2697300911,0,50800170.8102,"2013-10-24T23:59:59.999Z"
2.172139883,2.2158401012,2.1174499989,2.1277000904,0,47953021.7284,"2013-10-29T23:59:59.999Z"
2.7170100212,3.3197500706,2.4764099121,2.8838200569,0,65383962.6434,"2013-11-03T23:59:59.999Z"
4.3783998489,4.8031401634,4.3450598717,4.6050601006,0,105113681.202,"2013-11-08T23:59:59.999Z"
4.0176000595,4.2973399162,3.9577999115,4.1144399643,0,94531900.4705,"2013-11-13T23:59:59.999Z"
4.1265802383,9.8902797699,3.7367999554,9.3714199066,0,216734161.082,"2013-11-18T23:59:59.999Z"
10.1169996262,11.0825004578,10.0466003418,10.611000061,0,247035667.212,"2013-11-23T23:59:59.999Z"
38.9912986755,53.1469993591,36.8633995056,43.3935012817,0,1016867744.13,"2013-11-28T23:59:59.999Z"
33.3488006592,39.7885017395,31.1161003113,39.7885017395,0,938888916.192,"2013-12-03T23:59:59.999Z"
23.1786003113,27.4778995514,21.2028007507,27.2744998932,0,648135998.829,"2013-12-08T23:59:59.999Z"
31.6480007172,33.7272987366,29.9025993347,31.2045993805,0,746457468.803,"2013-12-13T23:59:59.999Z"
21.851600647,21.8973999023,9.6254701614,13.3915996552,0,322148222.467,"2013-12-18T23:59:59.999Z"
16.7364997864,18.0440998077,16.6879005432,17.8924999237,0,433149548.485,"2013-12-23T23:59:59.999Z"
23.1947002411,23.2233009338,21.9293003082,22.5627002716,11003700,549583194.233,"2013-12-28T23:59:59.999Z"
24.7036991119,26.5914001465,24.2821998596,25.7567005157,24848700,631135531.571,"2014-01-02T23:59:59.999Z"
29.2441997528,30.4883995056,23.25,23.25,44133600,573344814,"2014-01-07T23:59:59.999Z"
27.054599762,27.4192008972,24.5557003021,25.0937995911,20433500,622645031.635,"2014-01-12T23:59:59.999Z"
24.4004993439,24.5827007294,23.1868000031,23.7059993744,10610700,591609401.424,"2014-01-17T23:59:59.999Z"
24.8456001282,24.8913002014,23.1625995636,23.6511993408,10957200,593239596.525,"2014-01-22T23:59:59.999Z"
24.1319007874,24.5529003143,19.6597995758,20.0175991058,16380200,504296470.71,"2014-01-27T23:59:59.999Z"
22.0990009308,23.3840999603,22.0797996521,22.4713001251,6694190,569695858.18,"2014-02-01T23:59:59.999Z"
21.5252990723,21.7917995453,20.7777004242,20.7777004242,4936760,529283940.716,"2014-02-05T23:59:59.999Z"
18.2963008881,18.6931991577,14.1263999939,17.7350006104,27097100,453940697.19,"2014-02-10T23:59:59.999Z"
16.4517002106,16.5025997162,15.7574996948,16.1655006409,3971300,416108925.687,"2014-02-15T23:59:59.999Z"
15.701499939,15.80189991,13.9154996872,13.9752998352,9196220,361745106.281,"2014-02-20T23:59:59.999Z"
14.4991998672,14.4991998672,11.4116001129,13.8240003586,23785700,359987383.296,"2014-02-25T23:59:59.999Z"
13.6552000046,13.7103996277,12.716799736,12.7449998856,3812480,333811992.98,"2014-03-02T23:59:59.999Z"
16.4824008942,16.5925998688,15.6029996872,15.8514003754,6222120,417693171.676,"2014-03-07T23:59:59.999Z"
16.1023006439,17.2437992096,16.1023006439,17.1830005646,12417500,455435483.732,"2014-03-12T23:59:59.999Z"
17.3456993103,17.5121994019,17.0739002228,17.3148002625,6764140,461603114.119,"2014-03-17T23:59:59.999Z"
15.6393003464,15.843000412,15.2267999649,15.706700325,6305450,421172081.987,"2014-03-22T23:59:59.999Z"
16.2800006866,16.2800006866,12.4772996902,12.4772996902,25956800,336294478.159,"2014-03-27T23:59:59.999Z"
12.7749004364,13.6660995483,12.7558002472,13.1323003769,7346120,355878159.764,"2014-04-01T23:59:59.999Z"
11.179599762,11.8968000412,11.0873003006,11.6430997849,5093420,317257056.922,"2014-04-06T23:59:59.999Z"
8.4245901108,11.3688001633,8.1764097214,10.9468002319,18745900,299840558.547,"2014-04-11T23:59:59.999Z"
